269	6 
270	9 
271	20 
272	15 
273	1 
274	15 
275	11 
276	7 
277	13 
278	2 
279	13 
280	20 
281	7 
282	9 
283	18 
284	12 
285	1 
286	10 
287	9 
288	16 
289	17 
290	11 
291	11 
292	10 
293	2 
294	17 
295	18 
296	4 
297	7 
298	1 
299	18 
300	2 
301	15 
302	6 
303	20 
304	16 
305	15 
306	7 
307	7 
308	12 
309	13 
310	7 
311	3 
312	16 
313	20 
314	2 
315	9 
316	7 
317	14 
318	5 
319	13 
320	9 
321	15 
322	7 
323	10 
324	10 
325	18 
326	19 
327	7 
328	10 
329	5 
330	17 
331	11 
332	3 
333	6 
334	13 
335	20 
336	7 
337	15 
338	7 
339	7 
340	19 
341	5 
342	16 
343	10 
344	2 
345	15 
346	12 
347	7 
348	15 
349	3 
350	12 
351	17 
352	17 
353	16 
354	20 
355	1 
356	7 
357	10 
358	15 
359	4 
360	9 
361	4 
362	8 
363	8 
364	20 
365	12 
366	4 
367	2 
368	14 
369	20 
370	15 
371	1 
372	7 
373	7 
374	10 
375	6 
376	11 
377	12 
378	20 
379	13 
380	10 
381	6 
382	9 
383	20 
384	19 
385	18 
386	7 
387	18 
388	2 
389	15 
390	10 
391	15 
392	3 
393	10 
394	13 
395	7 
396	12 
397	1 
398	7 
399	7 
400	3 
401	17 
402	13 
403	6 
404	10 
405	10 
406	15 
407	18 
408	15 
409	11 
410	12 
411	11 
412	8 
413	15 
414	9 
415	10 
416	7 
417	5 
418	15 
419	17 
420	6 
421	5 
422	15 
423	18 
424	20 
425	3 
426	10 
427	18 
428	18 
429	3 
430	20 
431	15 
432	6 
433	20 
434	15 
435	20 
436	15 
437	10 
438	11 
439	12 
440	13 
441	9 
442	3 
443	12 
444	1 
445	12 
446	6 
447	20 
448	3 
449	18 
450	12 
451	15 
452	20 
453	10 
454	10 
455	15 
456	6 
457	15 
458	8 
459	15 
460	12 
461	15 
462	18 
463	10 
464	6 
465	19 
466	5 
467	11 
468	10 
469	15 
470	20 
471	6 
472	16 
473	20 
474	3 
475	8 
476	19 
477	15 
478	10 
479	8 
480	3 
481	10 
482	17 
483	15 
484	20 
485	2 
486	1 
487	9 
488	5 
489	7 
490	16 
491	11 
492	9 
493	6 
494	3 
495	7 
496	13 
497	7 
498	18 
499	1 
500	4 
501	1 
502	3 
503	19 
504	20 
505	10 
506	7 
507	3 
508	5 
509	18 
510	1 
511	20 
512	20 
513	19 
514	4 
515	13 
516	13 
517	20 
518	10 
519	20 
520	11 
521	18 
522	9 
523	13 
524	20 
525	11 
526	15 
527	20 
528	4 
529	11 
530	3 
531	11 
532	20 
533	3 
534	20 
535	11 
536	7 
537	18 
538	3 
539	2 
540	1 
541	1 
542	6 
543	2 
544	15 
545	2 
546	13 
547	12 
548	8 
549	19 
550	4 
551	7 
552	12 
553	19 
554	18 
555	9 
556	7 
557	4 
558	1 
559	7 
560	4 
561	18 
562	6 
563	1 
564	20 
565	4 
566	3 
567	15 
568	4 
569	6 
570	15 
571	16 
572	9 
573	15 
574	12 
575	15 
576	7 
577	15 
578	6 
579	20 
580	6 
581	14 
582	1 
583	19 
584	20 
585	16 
586	14 
587	15 
588	11 
589	12 
590	9 
591	20 
592	18 
593	15 
594	20 
595	8 
596	12 
597	7 
598	8 
599	13 
600	15 
601	18 
602	17 
603	1 
604	12 
605	12 
606	20 
607	8 
608	17 
609	1 
610	16 
611	4 
612	1 
613	10 
614	8 
615	18 
616	15 
617	7 
618	18 
619	1 
620	14 
621	6 
622	16 
623	11 
624	10 
625	10 
626	8 
627	6 
628	2 
629	16 
630	9 
631	9 
632	18 
633	8 
634	2 
635	15 
636	20 
637	16 
638	4 
639	12 
640	20 
641	6 
642	18 
643	12 
644	7 
645	16 
646	3 
647	18 
648	15 
649	19 
650	16 
651	6 
652	10 
653	18 
654	14 
655	15 
656	20 
657	1 
658	20 
659	15 
660	12 
661	6 
662	3 
663	18 
664	15 
665	12 
666	3 
667	10 
668	3 
669	15 
670	18 
671	5 
672	15 
673	15 
674	8 
675	17 
676	20 
677	9 
678	2 
679	7 
680	10 
681	20 
682	10 
683	1 
684	12 
685	20 
686	7 
687	5 
688	7 
689	6 
690	9 
691	4 
692	1 
693	6 
694	10 
695	18 
696	6 
697	1 
698	2 
699	7 
700	17 
701	18 
702	10 
703	7 
704	12 
705	7 
706	2 
707	14 
708	5 
709	7 
710	7 
711	16 
712	4 
713	20 
714	15 
715	12 
716	14 
717	7 
718	12 
719	7 
720	9 
721	12 
722	11 
723	14 
724	18 
725	14 
726	15 
727	12 
728	17 
729	6 
730	16 
731	7 
732	14 
733	11 
734	12 
735	6 
736	7 
737	20 
738	1 
739	15 
740	15 
741	12 
742	12 
743	11 
744	11 
745	15 
746	18 
747	12 
748	10 
749	6 
750	10 
751	17 
752	20 
753	18 
754	7 
755	13 
756	7 
757	18 
758	7 
759	20 
760	12 
761	9 
762	1 
763	15 
764	20 
765	14 
766	20 
767	15 
768	7 
769	15 
770	14 
771	17 
772	17 
773	16 
774	15 
775	12 
776	3 
777	4 
778	12 
779	12 
780	15 
781	14 
782	4 
783	3 
784	1 
785	7 
786	3 
787	19 
788	10 
789	10 
790	15 
791	20 
792	1 
793	15 
794	3 
795	7 
796	10 
797	16 
798	18 
799	16 
800	15 
801	1 
802	20 
803	10 
804	7 
805	18 
806	9 
807	10 
808	20 
809	5 
810	15 
811	9 
812	15 
813	20 
814	3 
815	8 
816	15 
817	15 
818	3 
819	14 
820	20 
821	19 
822	12 
823	19 
824	17 
825	10 
826	15 
827	11 
828	9 
829	16 
830	16 
831	12 
832	4 
833	20 
834	3 
835	6 
836	3 
837	2 
838	18 
839	1 
840	18 
841	12 
842	15 
843	20 
844	12 
845	4 
846	17 
847	19 
848	3 
849	9 
850	10 
851	6 
852	4 
853	3 
854	4 
855	1 
856	17 
857	1 
858	13 
859	4 
860	14 
861	15 
862	10 
863	15 
864	4 
865	14 
866	20 
867	13 
868	12 
869	4 
870	4 
871	18 
872	17 
873	4 
874	6 
875	20 
876	17 
877	9 
878	1 
879	20 
880	10 
881	20 
882	7 
883	12 
884	12 
885	10 
886	20 
887	17 
888	20 
889	4 
890	18 
891	3 
892	10 
893	7 
894	11 
895	6 
896	15 
897	10 
898	11 
899	14 
900	12 
901	4 
902	14 
903	9 
904	7 
905	9 
906	20 
907	1 
908	3 
909	14 
910	4 
911	15 
912	16 
913	4 
914	20 
915	11 
916	11 
917	11 
918	7 
919	10 
920	7 
921	3 
922	20 
923	3 
924	10 
925	7 
926	10 
927	12 
928	15 
929	12 
930	16 
931	14 
932	20 
933	11 
934	15 
935	17 
936	4 
937	16 
938	20 
939	16 
940	7 
941	20 
942	10 
943	3 
944	12 
945	15 
946	16 
947	12 
948	18 
949	20 
950	20 
951	6 
952	18 
953	6 
954	3 
955	7 
956	3 
957	12 
958	3 
959	12 
960	7 
961	10 
962	7 
963	10 
964	12 
965	6 
966	12 
967	1 
968	1 
969	3 
970	4 
971	7 
972	12 
973	12 
974	7 
975	11 
976	15 
977	12 
978	6 
979	3 
980	1 
981	15 
982	12 
983	20 
984	7 
985	3 
986	4 
987	6 
988	1 
989	14 
990	1 
991	10 
992	20 
993	1 
994	1 
995	15 
996	20 
997	20 
998	20 
999	20 
1000	14 
